p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality_name,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
bendavies,2020,103,449,1440.0,20,33,17799.0,219,1995-08-11,185.0,74.0,England,Medium/Medium,70.28571428571429,69.71428571428571,67.42857142857143,Defender,25,71304.0,898.0,79.40311804008908,59.53658536585366,21.902439024390244,21.62162162162162,3.0,1.0,1.0,18409.0,103.0
benfoster,2007,282,794,95.0,1,4,34418.0,364,1983-04-03,193.0,90.0,England,Medium/Medium,,,78.875,Goalkeeper,24,,,,,,24.161722462347985,3.0,0.0,,,
benfoster,2008,105,794,190.0,2,13,34418.0,364,1983-04-03,193.0,90.0,England,Medium/Medium,,,78.875,Goalkeeper,25,95.0,1.0,95.0,282.0,1.0,24.161722462347985,3.0,0.0,1.0,794.0,282.0
benfoster,2012,15,794,2850.0,30,31,34418.0,364,1983-04-03,193.0,90.0,England,Medium/Medium,,,78.875,Goalkeeper,29,285.0,3.0,95.0,193.5,1.5,24.161722462347985,3.0,0.0,1.0,1588.0,105.0
benfoster,2013,103,794,2263.0,24,24,34418.0,364,1983-04-03,193.0,90.0,England,Medium/Medium,,,78.875,Goalkeeper,30,3135.0,33.0,95.0,134.0,11.0,24.161722462347985,3.0,0.0,0.0,2382.0,15.0
benfoster,2014,289,794,2621.0,28,28,34418.0,364,1983-04-03,193.0,90.0,England,Medium/Medium,,,78.875,Goalkeeper,31,5398.0,57.0,94.70175438596492,126.25,14.25,24.161722462347985,3.0,0.0,1.0,3176.0,103.0
bengibson,2018,89,277,63.0,1,24,3673.0,39,1993-01-15,185.0,78.0,England,Medium/Medium,56.25,68.125,69.5,Defender,25,,,,,,22.79035792549306,3.0,1.0,,,
bengibson,2019,188,277,0.0,0,11,3673.0,39,1993-01-15,185.0,78.0,England,Medium/Medium,56.25,68.125,69.5,Defender,26,63.0,1.0,63.0,89.0,1.0,22.79035792549306,3.0,1.0,1.0,277.0,89.0
bengodfrey,2019,44,146,2805.0,30,31,5643.0,61,1998-01-15,183.28571428571428,75.28571428571429,England,Medium/High,70.42857142857143,73.85714285714286,66.0,Defender,21,,,,,,22.41069589797393,3.5,1.0,,,
bengodfrey,2020,11,146,2838.0,31,33,5643.0,61,1998-01-15,183.28571428571428,75.28571428571429,England,Medium/High,70.42857142857143,73.85714285714286,66.0,Defender,22,2805.0,30.0,93.5,44.0,30.0,22.41069589797393,3.5,1.0,1.0,146.0,44.0
benhamer,2014,28,267,760.0,8,24,1637.0,19,1987-11-20,192.5,86.125,England,Medium/Medium,,,66.625,Goalkeeper,27,,,,,,23.2416933715635,3.0,0.0,,,
benhamer,2016,171,267,0.0,0,8,1637.0,19,1987-11-20,192.5,86.125,England,Medium/Medium,,,66.625,Goalkeeper,29,760.0,8.0,95.0,28.0,8.0,23.2416933715635,3.0,0.0,0.0,267.0,28.0
benhamer,2018,68,267,583.0,7,33,1637.0,19,1987-11-20,192.5,86.125,England,Medium/Medium,,,66.625,Goalkeeper,31,760.0,8.0,95.0,99.5,4.0,23.2416933715635,3.0,0.0,1.0,534.0,171.0
benikafobe,2015,24,735,961.0,15,15,3077.0,63,1993-02-12,183.0,77.625,Congo DR,High/Medium,78.875,70.25,70.875,Forward,22,,,,,,23.17925288900833,3.5,2.0,,,
benikafobe,2017,21,735,593.0,17,21,3077.0,63,1993-02-12,183.0,77.625,Congo DR,High/Medium,78.875,70.25,70.875,Forward,24,961.0,15.0,64.06666666666666,24.0,15.0,23.17925288900833,3.5,2.0,0.0,735.0,24.0
benjaminmendy,2017,247,854,391.0,7,8,3902.0,49,1994-07-17,185.0,82.5,France,High/Medium,78.875,76.875,77.5,Defender,23,,,,,,24.105186267348426,3.5,1.0,,,
benjaminmendy,2018,351,854,950.0,10,11,3902.0,49,1994-07-17,185.0,82.5,France,High/Medium,78.875,76.875,77.5,Defender,24,391.0,7.0,55.857142857142854,247.0,7.0,24.105186267348426,3.5,1.0,1.0,854.0,247.0
benjaminmendy,2019,58,854,1561.0,19,27,3902.0,49,1994-07-17,185.0,82.5,France,High/Medium,78.875,76.875,77.5,Defender,25,1341.0,17.0,78.88235294117646,299.0,8.5,24.105186267348426,3.5,1.0,1.0,1708.0,351.0
benjaminmendy,2020,58,854,1000.0,13,32,3902.0,49,1994-07-17,185.0,82.5,France,High/Medium,78.875,76.875,77.5,Defender,26,2902.0,36.0,80.61111111111111,218.66666666666666,12.0,24.105186267348426,3.5,1.0,1.0,2562.0,58.0
benjohnson,2018,7,7,63.0,1,1,924.0,18,2000-01-24,178.33333333333334,68.66666666666667,England,High/Medium,70.66666666666667,57.333333333333336,61.666666666666664,Defender,18,,,,,,21.591405362913793,3.5,1.0,,,
benmee,2017,57,404,2755.0,29,29,18470.0,196,1989-09-23,180.75,78.0,England,Medium/High,65.125,78.5,76.125,Defender,28,,,,,,23.87470371837032,3.5,1.0,,,
benmee,2020,132,404,2839.0,30,30,18470.0,196,1989-09-23,180.75,78.0,England,Medium/High,65.125,78.5,76.125,Defender,31,2755.0,29.0,95.0,57.0,29.0,23.87470371837032,3.5,1.0,1.0,404.0,57.0
benosborn,2020,24,24,1691.0,24,34,2330.0,36,1994-08-05,174.25,73.0,England,High/High,77.0,55.875,69.625,Midfielder,26,,,,,,24.042370561269966,4.0,3.0,,,
benwatson,2012,159,376,664.0,12,17,10302.0,144,1985-07-09,179.71428571428572,75.28571428571429,England,Low/High,50.142857142857146,68.28571428571429,70.42857142857143,Midfielder,27,,,,,,23.310273707729987,3.0,3.0,,,
benwatson,2016,92,376,85.0,4,19,10302.0,144,1985-07-09,179.71428571428572,75.28571428571429,England,Low/High,50.142857142857146,68.28571428571429,70.42857142857143,Midfielder,31,664.0,12.0,55.333333333333336,159.0,12.0,23.310273707729987,3.0,3.0,1.0,376.0,159.0
benwilmot,2018,23,23,36.0,2,7,36.0,2,1999-11-04,188.0,80.0,England,Medium/Medium,50.2,64.0,60.2,Defender,19,,,,,,22.634676324128566,3.0,1.0,,,
beramkayal,2017,71,346,808.0,19,26,1819.0,37,1988-05-02,178.0,74.0,Israel,Medium/High,70.5,78.33333333333333,70.83333333333333,Midfielder,29,,,,,,23.355636914530994,3.5,3.0,,,
beramkayal,2018,10,346,1011.0,18,37,1819.0,37,1988-05-02,178.0,74.0,Israel,Medium/High,70.5,78.33333333333333,70.83333333333333,Midfielder,30,808.0,19.0,42.526315789473685,71.0,19.0,23.355636914530994,3.5,3.0,1.0,346.0,71.0
berndleno,2018,35,126,2947.0,32,38,9067.0,97,1992-03-04,190.0,82.625,Germany,Medium/Medium,,,84.125,Goalkeeper,26,,,,,,22.88781163434903,3.0,0.0,,,
berndleno,2019,67,126,2795.0,30,30,9067.0,97,1992-03-04,190.0,82.625,Germany,Medium/Medium,,,84.125,Goalkeeper,27,2947.0,32.0,92.09375,35.0,32.0,22.88781163434903,3.0,0.0,1.0,126.0,35.0
billygilmour,2020,131,159,279.0,5,17,494.0,11,2001-06-11,170.0,66.33333333333333,Scotland,Medium/Medium,64.66666666666667,49.0,68.33333333333333,Midfielder,19,,,,,,22.952710495963093,3.0,3.0,,,
billyjones,2011,9,227,1693.0,18,30,11760.0,131,1987-03-24,180.0,77.0,England,High/Medium,62.57142857142857,70.85714285714286,69.0,Defender,24,,,,,,23.76543209876543,3.5,1.0,,,
billyjones,2013,56,227,1830.0,21,24,11760.0,131,1987-03-24,180.0,77.0,England,High/Medium,62.57142857142857,70.85714285714286,69.0,Defender,26,1693.0,18.0,94.05555555555556,9.0,18.0,23.76543209876543,3.5,1.0,0.0,227.0,9.0
billyjones,2014,79,227,1318.0,14,22,11760.0,131,1987-03-24,180.0,77.0,England,High/Medium,62.57142857142857,70.85714285714286,69.0,Defender,27,3523.0,39.0,90.33333333333333,32.5,19.5,23.76543209876543,3.5,1.0,1.0,454.0,56.0
billyjones,2016,52,227,2391.0,27,28,11760.0,131,1987-03-24,180.0,77.0,England,High/Medium,62.57142857142857,70.85714285714286,69.0,Defender,29,4841.0,53.0,91.33962264150944,48.0,17.666666666666668,23.76543209876543,3.5,1.0,1.0,681.0,79.0
boazmyhill,2009,83,127,2565.0,27,36,11154.0,118,1982-11-09,191.0,92.0,Wales,Medium/Medium,,,72.0,Goalkeeper,27,,,,,,25.218606946081522,3.0,0.0,,,
boazmyhill,2010,4,127,570.0,6,38,11154.0,118,1982-11-09,191.0,92.0,Wales,Medium/Medium,,,72.0,Goalkeeper,28,2565.0,27.0,95.0,83.0,27.0,25.218606946081522,3.0,0.0,1.0,127.0,83.0
boazmyhill,2016,40,127,0.0,0,32,11154.0,118,1982-11-09,191.0,92.0,Wales,Medium/Medium,,,72.0,Goalkeeper,34,3135.0,33.0,95.0,43.5,16.5,25.218606946081522,3.0,0.0,0.0,254.0,4.0
bradsmith,2016,35,878,280.0,5,31,634.0,10,1994-04-09,176.71428571428572,70.0,Australia,High/Medium,78.28571428571429,64.0,64.14285714285714,Defender,22,,,,,,22.415824657276417,3.5,1.0,,,
bradsmith,2017,136,878,0.0,0,8,634.0,10,1994-04-09,176.71428571428572,70.0,Australia,High/Medium,78.28571428571429,64.0,64.14285714285714,Defender,23,280.0,5.0,56.0,35.0,5.0,22.415824657276417,3.5,1.0,1.0,878.0,35.0
brandonwilliams,2019,4,175,1060.0,17,29,1263.0,21,2000-09-03,182.0,66.5,England,High/Medium,80.5,68.5,75.0,Defender,19,,,,,,20.07607776838546,3.5,1.0,,,
brandonwilliams,2020,22,175,203.0,4,20,1263.0,21,2000-09-03,182.0,66.5,England,High/Medium,80.5,68.5,75.0,Defender,20,1060.0,17.0,62.35294117647059,4.0,17.0,20.07607776838546,3.5,1.0,0.0,175.0,4.0
branislavivanovic,2009,15,107,2426.0,28,34,23598.0,274,1984-02-22,185.0,91.0,Serbia,High/Medium,64.2,83.4,80.6,Defender,25,,,,,,26.588750913075234,3.5,1.0,,,
branislavivanovic,2013,16,107,3355.0,36,36,23598.0,274,1984-02-22,185.0,91.0,Serbia,High/Medium,64.2,83.4,80.6,Defender,29,2426.0,28.0,86.64285714285714,15.0,28.0,26.588750913075234,3.5,1.0,0.0,107.0,15.0
branislavivanovic,2015,30,107,3073.0,33,33,23598.0,274,1984-02-22,185.0,91.0,Serbia,High/Medium,64.2,83.4,80.6,Defender,31,5781.0,64.0,90.328125,15.5,32.0,26.588750913075234,3.5,1.0,0.0,214.0,16.0
branislavivanovic,2016,21,107,644.0,13,19,23598.0,274,1984-02-22,185.0,91.0,Serbia,High/Medium,64.2,83.4,80.6,Defender,32,8854.0,97.0,91.27835051546391,20.333333333333332,32.333333333333336,26.588750913075234,3.5,1.0,1.0,321.0,30.0
branislavivanovic,2020,10,107,815.0,13,20,23598.0,274,1984-02-22,185.0,91.0,Serbia,High/Medium,64.2,83.4,80.6,Defender,36,9498.0,110.0,86.34545454545454,20.5,27.5,26.588750913075234,3.5,1.0,0.0,428.0,21.0
brendangalloway,2015,15,806,1325.0,15,21,1762.0,20,1996-03-17,186.0,74.0,England,Medium/Medium,74.0,64.25,65.25,Defender,19,,,,,,21.389756041160826,3.0,1.0,,,
brendangalloway,2016,18,806,258.0,3,17,1762.0,20,1996-03-17,186.0,74.0,England,Medium/Medium,74.0,64.25,65.25,Defender,20,1325.0,15.0,88.33333333333333,15.0,15.0,21.389756041160826,3.0,1.0,0.0,806.0,15.0
brunomartinsindi,2017,60,365,1311.0,17,22,4628.0,52,1992-02-08,185.125,77.25,Netherlands,Medium/High,57.375,79.25,74.875,Defender,25,,,,,,22.540749106052306,3.5,1.0,,,
bryanoviedo,2013,218,580,753.0,9,15,3547.0,56,1990-02-18,172.0,67.5,Costa Rica,High/Medium,73.875,66.5,69.625,Defender,23,,,,,,22.81638723634397,3.5,1.0,,,
bryanoviedo,2014,162,580,348.0,6,8,3547.0,56,1990-02-18,172.0,67.5,Costa Rica,High/Medium,73.875,66.5,69.625,Defender,24,753.0,9.0,83.66666666666667,218.0,9.0,22.81638723634397,3.5,1.0,1.0,580.0,218.0
bryanoviedo,2015,90,580,1048.0,14,21,3547.0,56,1990-02-18,172.0,67.5,Costa Rica,High/Medium,73.875,66.5,69.625,Defender,25,1101.0,15.0,73.4,190.0,7.5,22.81638723634397,3.5,1.0,1.0,1160.0,162.0
bryanoviedo,2016,34,580,1106.0,13,18,3547.0,56,1990-02-18,172.0,67.5,Costa Rica,High/Medium,73.875,66.5,69.625,Defender,26,2149.0,29.0,74.10344827586206,156.66666666666666,9.666666666666666,22.81638723634397,3.5,1.0,1.0,1740.0,90.0
bukayosaka,2019,12,27,1838.0,26,32,4519.0,59,2001-09-05,178.0,66.66666666666667,England,High/Medium,83.66666666666667,62.0,73.33333333333333,Midfielder,18,,,,,,21.041114337415312,3.5,3.0,,,
bukayosaka,2020,10,27,2669.0,32,36,4519.0,59,2001-09-05,178.0,66.66666666666667,England,High/Medium,83.66666666666667,62.0,73.33333333333333,Midfielder,19,1838.0,26.0,70.6923076923077,12.0,26.0,21.041114337415312,3.5,3.0,0.0,27.0,12.0
callummcmanaman,2012,11,83,698.0,20,33,1447.0,45,1991-04-25,174.57142857142858,71.57142857142857,England,High/Medium,75.57142857142857,60.142857142857146,70.28571428571429,Midfielder,21,,,,,,23.485150848733394,3.5,3.0,,,
callummcmanaman,2014,35,83,362.0,8,12,1447.0,45,1991-04-25,174.57142857142858,71.57142857142857,England,High/Medium,75.57142857142857,60.142857142857146,70.28571428571429,Midfielder,23,698.0,20.0,34.9,11.0,20.0,23.485150848733394,3.5,3.0,0.0,83.0,11.0
callummcmanaman,2015,37,83,322.0,12,26,1447.0,45,1991-04-25,174.57142857142858,71.57142857142857,England,High/Medium,75.57142857142857,60.142857142857146,70.28571428571429,Midfielder,24,1060.0,28.0,37.857142857142854,23.0,14.0,23.485150848733394,3.5,3.0,1.0,166.0,35.0
callumpaterson,2018,73,665,2111.0,27,29,2111.0,27,1994-10-13,187.0,76.0,Scotland,High/Medium,76.57142857142857,86.71428571428571,69.14285714285714,Forward,24,,,,,,21.7335354170837,3.5,2.0,,,
callumrobinson,2019,10,172,721.0,16,23,2415.0,48,1995-02-02,178.0,75.0,England,High/Medium,81.0,58.75,67.375,Forward,24,,,,,,23.671253629592222,3.5,2.0,,,
callumrobinson,2020,11,172,1628.0,28,38,2415.0,48,1995-02-02,178.0,75.0,England,High/Medium,81.0,58.75,67.375,Forward,25,721.0,16.0,45.0625,10.0,16.0,23.671253629592222,3.5,2.0,0.0,172.0,10.0
callumwilson,2015,189,840,814.0,13,13,12188.0,152,1992-02-27,180.0,66.0,England,High/Medium,87.375,74.75,75.75,Forward,23,,,,,,20.37037037037037,3.5,2.0,,,
callumwilson,2015,189,840,814.0,13,13,12188.0,152,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward,18,814.0,13.0,62.61538461538461,189.0,13.0,20.528921627822726,3.5,2.0,1.0,840.0,189.0
callumwilson,2016,260,840,1402.0,20,22,12188.0,152,1992-02-27,180.0,66.0,England,High/Medium,87.375,74.75,75.75,Forward,24,1628.0,26.0,62.61538461538461,189.0,13.0,20.37037037037037,3.5,2.0,1.0,1680.0,189.0
callumwilson,2016,260,840,1402.0,20,22,12188.0,152,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward,19,3030.0,46.0,65.8695652173913,212.66666666666666,15.333333333333334,20.528921627822726,3.5,2.0,1.0,2520.0,260.0
callumwilson,2018,72,840,2649.0,30,30,12188.0,152,1992-02-27,180.0,66.0,England,High/Medium,87.375,74.75,75.75,Forward,26,4432.0,66.0,67.15151515151516,224.5,16.5,20.37037037037037,3.5,2.0,1.0,3360.0,260.0
callumwilson,2018,72,840,2649.0,30,30,12188.0,152,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward,21,7081.0,96.0,73.76041666666667,194.0,19.2,20.528921627822726,3.5,2.0,1.0,4200.0,72.0
callumwilson,2019,12,840,3061.0,35,35,12188.0,152,1992-02-27,180.0,66.0,England,High/Medium,87.375,74.75,75.75,Forward,27,9730.0,126.0,77.22222222222223,173.66666666666666,21.0,20.37037037037037,3.5,2.0,1.0,5040.0,72.0
callumwilson,2019,12,840,3061.0,35,35,12188.0,152,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward,22,12791.0,161.0,79.4472049689441,150.57142857142858,23.0,20.528921627822726,3.5,2.0,0.0,5880.0,12.0
callumwilson,2020,99,840,2195.0,26,27,12188.0,152,1992-02-27,180.0,66.0,England,High/Medium,87.375,74.75,75.75,Forward,28,15852.0,196.0,80.87755102040816,133.25,24.5,20.37037037037037,3.5,2.0,0.0,6720.0,12.0
callumwilson,2020,99,840,2195.0,26,27,12188.0,152,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward,23,18047.0,222.0,81.2927927927928,129.44444444444446,24.666666666666668,20.528921627822726,3.5,2.0,1.0,7560.0,99.0
calumchambers,2016,63,458,2375.0,25,29,11767.0,149,1995-01-20,182.75,71.5,England,Low/High,64.625,74.375,73.75,Defender,21,,,,,,21.408748018661544,3.0,1.0,,,
calumchambers,2017,58,458,904.0,12,19,11767.0,149,1995-01-20,182.75,71.5,England,Low/High,64.625,74.375,73.75,Defender,22,2375.0,25.0,95.0,63.0,25.0,21.408748018661544,3.0,1.0,1.0,458.0,63.0
calumchambers,2018,22,458,2736.0,31,33,11767.0,149,1995-01-20,182.75,71.5,England,Low/High,64.625,74.375,73.75,Defender,23,3279.0,37.0,88.62162162162163,60.5,18.5,21.408748018661544,3.0,1.0,1.0,916.0,58.0
calumchambers,2019,315,458,1163.0,14,19,11767.0,149,1995-01-20,182.75,71.5,England,Low/High,64.625,74.375,73.75,Defender,24,6015.0,68.0,88.45588235294117,47.666666666666664,22.666666666666668,21.408748018661544,3.0,1.0,0.0,1374.0,22.0
carljenkinson,2011,94,942,551.0,9,13,7100.0,93,1992-02-08,185.0,77.0,England,High/High,71.125,69.875,71.125,Defender,19,,,,,,22.498173849525198,4.0,1.0,,,
carljenkinson,2014,40,942,2822.0,32,32,7100.0,93,1992-02-08,185.0,77.0,England,High/High,71.125,69.875,71.125,Defender,22,551.0,9.0,61.22222222222222,94.0,9.0,22.498173849525198,4.0,1.0,1.0,942.0,94.0
carljenkinson,2015,264,942,1326.0,20,21,7100.0,93,1992-02-08,185.0,77.0,England,High/High,71.125,69.875,71.125,Defender,23,3373.0,41.0,82.26829268292683,67.0,20.5,22.498173849525198,4.0,1.0,1.0,1884.0,40.0
carljenkinson,2018,72,942,175.0,3,5,7100.0,93,1992-02-08,185.0,77.0,England,High/High,71.125,69.875,71.125,Defender,26,4699.0,61.0,77.0327868852459,132.66666666666666,20.333333333333332,22.498173849525198,4.0,1.0,1.0,2826.0,264.0
cenktosun,2018,61,838,1145.0,25,36,2732.0,54,1991-06-07,183.0,78.0,Turkey,High/Medium,72.625,73.875,76.625,Forward,27,,,,,,23.291229956104985,3.5,2.0,,,
cenktosun,2019,275,838,496.0,10,21,2732.0,54,1991-06-07,183.0,78.0,Turkey,High/Medium,72.625,73.875,76.625,Forward,28,1145.0,25.0,45.8,61.0,25.0,23.291229956104985,3.5,2.0,1.0,838.0,61.0
cenktosun,2020,222,838,65.0,5,11,2732.0,54,1991-06-07,183.0,78.0,Turkey,High/Medium,72.625,73.875,76.625,Forward,29,1641.0,35.0,46.885714285714286,168.0,17.5,23.291229956104985,3.5,2.0,1.0,1676.0,275.0
chancelmbemba,2015,46,152,3084.0,33,33,3791.0,42,1994-08-08,182.0,81.75,Congo DR,High/Medium,75.0,76.625,75.5,Defender,21,,,,,,24.679990339330995,3.5,1.0,,,
charlieadam,2011,87,168,2337.0,28,29,14178.0,207,1985-12-10,185.0,82.57142857142857,Scotland,Medium/Low,43.857142857142854,73.42857142857143,71.85714285714286,Midfielder,26,,,,,,24.126056558488987,2.5,3.0,,,
charlieadam,2015,52,168,1174.0,22,29,14178.0,207,1985-12-10,185.0,82.57142857142857,Scotland,Medium/Low,43.857142857142854,73.42857142857143,71.85714285714286,Midfielder,30,2337.0,28.0,83.46428571428571,87.0,28.0,24.126056558488987,2.5,3.0,1.0,168.0,87.0
charlieaustin,2015,47,436,233.0,7,10,6769.0,111,1989-07-05,188.0,84.0,England,High/Medium,61.75,72.5,75.375,Forward,26,,,,,,23.766410140334994,3.5,2.0,,,
charlieaustin,2016,143,436,969.0,15,17,6769.0,111,1989-07-05,188.0,84.0,England,High/Medium,61.75,72.5,75.375,Forward,27,233.0,7.0,33.285714285714285,47.0,7.0,23.766410140334994,3.5,2.0,1.0,436.0,47.0
charlieaustin,2017,98,436,1115.0,24,25,6769.0,111,1989-07-05,188.0,84.0,England,High/Medium,61.75,72.5,75.375,Forward,28,1202.0,22.0,54.63636363636363,95.0,11.0,23.766410140334994,3.5,2.0,1.0,872.0,143.0
charlieaustin,2018,32,436,1050.0,25,35,6769.0,111,1989-07-05,188.0,84.0,England,High/Medium,61.75,72.5,75.375,Forward,29,2317.0,46.0,50.369565217391305,96.0,15.333333333333334,23.766410140334994,3.5,2.0,1.0,1308.0,98.0
charliedaniels,2015,21,652,3465.0,37,37,11660.0,129,1986-09-07,179.0,75.0,England,High/Medium,71.28571428571429,66.71428571428571,70.85714285714286,Midfielder,29,,,,,,23.40750912892856,3.5,3.0,,,
charliedaniels,2016,17,652,3230.0,34,34,11660.0,129,1986-09-07,179.0,75.0,England,High/Medium,71.28571428571429,66.71428571428571,70.85714285714286,Midfielder,30,3465.0,37.0,93.64864864864865,21.0,37.0,23.40750912892856,3.5,3.0,0.0,652.0,21.0
charliedaniels,2018,190,652,1674.0,21,25,11660.0,129,1986-09-07,179.0,75.0,England,High/Medium,71.28571428571429,66.71428571428571,70.85714285714286,Midfielder,32,6695.0,71.0,94.29577464788733,19.0,35.5,23.40750912892856,3.5,3.0,0.0,1304.0,17.0
charliedaniels,2019,424,652,132.0,2,3,11660.0,129,1986-09-07,179.0,75.0,England,High/Medium,71.28571428571429,66.71428571428571,70.85714285714286,Midfielder,33,8369.0,92.0,90.96739130434783,76.0,30.666666666666668,23.40750912892856,3.5,3.0,1.0,1956.0,190.0
charlietaylor,2017,5,191,1004.0,11,29,9049.0,102,1993-09-18,183.0,70.57142857142857,England,High/Medium,73.14285714285714,74.0,73.85714285714286,Defender,24,,,,,,21.073017579333083,3.5,1.0,,,
charlietaylor,2019,30,191,2056.0,24,30,9049.0,102,1993-09-18,183.0,70.57142857142857,England,High/Medium,73.14285714285714,74.0,73.85714285714286,Defender,26,1004.0,11.0,91.27272727272727,5.0,11.0,21.073017579333083,3.5,1.0,0.0,191.0,5.0
charlietaylor,2020,107,191,2559.0,29,30,9049.0,102,1993-09-18,183.0,70.57142857142857,England,High/Medium,73.14285714285714,74.0,73.85714285714286,Defender,27,3060.0,35.0,87.42857142857143,17.5,17.5,21.073017579333083,3.5,1.0,1.0,382.0,30.0
chrisbasham,2009,51,104,271.0,8,12,6987.0,90,1988-07-20,186.625,80.0,England,Medium/High,65.0,75.375,70.625,Defender,21,,,,,,22.969436741857177,3.5,1.0,,,
chrisbasham,2020,3,104,2691.0,31,31,6987.0,90,1988-07-20,186.625,80.0,England,Medium/High,65.0,75.375,70.625,Defender,32,271.0,8.0,33.875,51.0,8.0,22.969436741857177,3.5,1.0,1.0,104.0,51.0
chrisbrunt,2008,24,268,2499.0,34,36,22404.0,269,1984-12-14,185.57142857142858,84.28571428571429,Northern Ireland,Medium/Medium,56.714285714285715,64.14285714285714,71.71428571428571,Midfielder,24,,,,,,24.475509970659015,3.0,3.0,,,
chrisbrunt,2010,3,268,3165.0,34,34,22404.0,269,1984-12-14,185.57142857142858,84.28571428571429,Northern Ireland,Medium/Medium,56.714285714285715,64.14285714285714,71.71428571428571,Midfielder,26,2499.0,34.0,73.5,24.0,34.0,24.475509970659015,3.0,3.0,0.0,268.0,24.0
chrisbrunt,2016,238,268,2613.0,31,31,22404.0,269,1984-12-14,185.57142857142858,84.28571428571429,Northern Ireland,Medium/Medium,56.714285714285715,64.14285714285714,71.71428571428571,Midfielder,32,5664.0,68.0,83.29411764705883,13.5,34.0,24.475509970659015,3.0,3.0,0.0,536.0,3.0
chrismepham,2019,157,222,966.0,12,23,1865.0,24,1997-11-05,191.0,75.0,Wales,High/High,62.4,70.6,68.8,Defender,22,,,,,,20.558646966914285,4.0,1.0,,,
chrissmalling,2011,7,557,1373.0,19,22,18189.0,218,1989-11-22,193.25,82.125,England,Medium/High,71.5,80.0,79.75,Defender,22,,,,,,21.99056447469495,3.5,1.0,,,
chrissmalling,2012,105,557,1083.0,15,19,18189.0,218,1989-11-22,193.25,82.125,England,Medium/High,71.5,80.0,79.75,Defender,23,1373.0,19.0,72.26315789473684,7.0,19.0,21.99056447469495,3.5,1.0,0.0,557.0,7.0
chrissmalling,2013,11,557,2053.0,25,30,18189.0,218,1989-11-22,193.25,82.125,England,Medium/High,71.5,80.0,79.75,Defender,24,2456.0,34.0,72.23529411764706,56.0,17.0,21.99056447469495,3.5,1.0,1.0,1114.0,105.0
chrissmalling,2014,28,557,2034.0,24,30,18189.0,218,1989-11-22,193.25,82.125,England,Medium/High,71.5,80.0,79.75,Defender,25,4509.0,59.0,76.42372881355932,41.0,19.666666666666668,21.99056447469495,3.5,1.0,0.0,1671.0,11.0
chrissmalling,2015,14,557,3325.0,35,35,18189.0,218,1989-11-22,193.25,82.125,England,Medium/High,71.5,80.0,79.75,Defender,26,6543.0,83.0,78.83132530120481,37.75,20.75,21.99056447469495,3.5,1.0,0.0,2228.0,28.0
chrissmalling,2016,91,557,1292.0,18,22,18189.0,218,1989-11-22,193.25,82.125,England,Medium/High,71.5,80.0,79.75,Defender,27,9868.0,118.0,83.62711864406779,33.0,23.6,21.99056447469495,3.5,1.0,0.0,2785.0,14.0
chrissmalling,2018,57,557,2243.0,24,28,18189.0,218,1989-11-22,193.25,82.125,England,Medium/High,71.5,80.0,79.75,Defender,29,11160.0,136.0,82.05882352941177,42.666666666666664,22.666666666666668,21.99056447469495,3.5,1.0,1.0,3342.0,91.0
christianatsu,2014,21,221,130.0,5,13,4429.0,80,1992-01-10,168.5,66.5,Ghana,High/Medium,88.375,47.75,74.75,Midfielder,22,,,,,,23.421884493127525,3.5,3.0,,,
christianatsu,2017,103,221,1888.0,28,28,4429.0,80,1992-01-10,168.5,66.5,Ghana,High/Medium,88.375,47.75,74.75,Midfielder,25,130.0,5.0,26.0,21.0,5.0,23.421884493127525,3.5,3.0,0.0,221.0,21.0
christianatsu,2019,12,221,819.0,19,28,4429.0,80,1992-01-10,168.5,66.5,Ghana,High/Medium,88.375,47.75,74.75,Midfielder,27,2018.0,33.0,61.15151515151515,62.0,16.5,23.421884493127525,3.5,3.0,1.0,442.0,103.0
christianbenteke,2013,206,538,2305.0,26,26,19304.0,255,1990-12-03,190.0,83.0,Belgium,Medium/Low,67.75,78.625,78.0,Forward,23,,,,,,22.991689750692522,2.5,2.0,,,
christianbenteke,2014,10,538,2535.0,29,29,19304.0,255,1990-12-03,190.0,83.0,Belgium,Medium/Low,67.75,78.625,78.0,Forward,24,2305.0,26.0,88.65384615384616,206.0,26.0,22.991689750692522,2.5,2.0,1.0,538.0,206.0
christianbenteke,2015,58,538,1648.0,29,30,19304.0,255,1990-12-03,190.0,83.0,Belgium,Medium/Low,67.75,78.625,78.0,Forward,25,4840.0,55.0,88.0,108.0,27.5,22.991689750692522,2.5,2.0,0.0,1076.0,10.0
